time,android.sensor.accelerometer#mean,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#std,android.sensor.orientation#mean,android.sensor.orientation#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#std,sound#mean,sound#std,speed#mean,speed#std,target
101,9.94338935,0.486024765,0.992379281,0.000294991,0.044220032,0.036911243,0.051234379,0.02599143,0.423914584,0.183094893,264.2215591,70.05140742,0.992860487,0.000187232,89.75774976,0.010772381,0,0,Train
61,9.771434027,0.936031674,0,0,0,0,0,0,0,0,0,0,0,0,68.34611166,1.161999207,48,0.25,Train
25,9.633487673,1.596126063,0.975579844,0.001803619,0.100013288,0.043077567,0.122971863,0.173327391,1.19503205,0.045158155,302.7116006,0.705091452,0.500676861,0.00082888,90.30634757,0.00562578,10.725255,0,Car
81,9.674634397,0.235986459,0.758528081,0.000686812,0.113840065,0.134234545,0.064639659,0.045346975,0.371534885,0.557291416,395.3912729,7.795528346,0.993991324,0.002213141,89.76000899,0.009790997,0,0,Bus
58,9.328173977,1.000047297,0.670391749,0.003169838,0.171052747,0.111136983,0.263536164,0.177327039,1.564230207,1.753782134,284.3796973,0.502317429,0.781949935,0.013208429,86.77948302,0,8,0,Bus
30,9.68683704,0.094232597,0.997592608,0.000416915,0.023498662,0.004848612,0.060117484,0.008340396,0.13199356,0.048195909,22.22354854,0.05875973,0.193322645,0.000803159,88.11170774,0,0,0,Train
46,9.402948336,0.916676584,0.932534981,0.009908126,0.232903412,0.125562225,0.126685028,0.040609799,0.979412198,0.690262802,260.1233213,2.666577893,0.725394131,0.006603122,89.75224002,0.003797003,0,0,Bus
57,10.23693793,1.303164464,0.89671634,0.00453713,0.175389936,0.084769871,0.213715254,0.031607395,1.401200544,0.059391607,328.3600074,1.346315185,0.401343393,0.004379321,89.75238174,0.019147179,1.75,0,Bus
32,9.570722016,0.546799628,0.998625479,0.000210089,0.028962203,0.02149518,0.02654228,0.008151176,0.477410928,0.181236558,209.8893006,1.659415461,0.961965597,0.007627434,89.7464448,0.002989366,0,0,Train
22,9.794998795,0.241435237,0,0,0,0,0,0,0,0,0,0,0,0,76.07323846,5.538315741,0,0,Bus
85,9.805362865,1.347122481,0.639441205,0.001322394,0.096684181,0.022410824,0.112086699,0.132381666,0.194265512,0.000523656,289.5839608,0.161450056,0.685332704,0.015174508,82.19831726,1.489493188,5.7907405,0,Bus
95,9.918190895,0.180880121,0.28690456,0.013980407,0.041105376,0.037368449,0.062454885,0.008463659,0.718105159,0.050251526,271.9802578,2.31836755,0.698433454,7.25E-05,40.8278537,2.251676191,2.2067473,0,Car
106,9.825425517,0.019771869,0.181870729,0.000339805,0.001489734,0.000590327,0.017337553,0.000985429,0.042285878,0.003414249,194.9693226,0.974581788,0.991567337,0.000816572,43.75041442,2.325949804,0,0,Still
131,9.874400499,0.280263852,0.727360091,0.000444568,0.063647349,0.020109693,0.092542631,0.022988292,0.408315052,0.144697245,93.71190766,0.155841516,0.732302257,0.006058892,78.25715227,0.237943474,0,0,Train
68,9.842696746,0.017276878,0.195716474,0.000538828,0.001410125,0.000774572,0.015551065,0.000985346,0.055928373,0.008892687,222.2589635,0.15687993,0.932503539,0.000554189,0,0,0,0,Still
396,9.37391971,2.11921806,0.74510328,0.090245214,0.780406623,0.321430122,1.07769977,0.556716671,6.834876528,8.264870098,107.8859239,8.238330592,0.817140675,0.010566036,34.48551739,8.752192834,0,0,Walking
85,12.04892249,3.108698922,0.854595317,0.007385075,1.421613473,0.881585008,1.560667777,1.117908999,6.344209215,2.301894986,195.459313,5.596372323,0.966599298,0.007537551,89.76480791,0.028176888,1.5,0,Walking
15,9.244548052,0.266338115,0.993306636,0.001763593,0.118402512,0.081028556,0.087586463,0.073155402,0.679560253,0.028063411,151.8967852,0.90338824,0.965553086,0.000137426,0,0,0,0,Bus
567,9.820585841,0.016167062,0.207310093,0.000197667,0.001772882,0.000861285,0.015947796,0.000915656,0.023436422,0.011002928,353.299736,0.340062664,0.058996241,0.002953951,0,0,0,0,Still
42,9.927436291,0.801367863,0.915635753,0.0106106,0.277580316,0.15027978,0.431997025,0.010041611,1.883300122,1.406075934,307.7430491,186.5593122,0.472308191,0.013727496,89.78200574,0.019147179,10.25,0,Bus
46,9.856315064,0.85990684,0.585716831,0.006725924,0.090404857,0.057241514,0.090823235,0.05668125,0.747717597,0.532734463,138.0953265,14.59079354,0.916507624,0.051366891,0,0,0,0,Bus
188,11.14856163,3.83810479,0.902848122,0.02361623,1.297189989,0.770670013,1.037751154,0.544061606,5.615688774,1.318366306,209.2161733,15.38720703,0.976485358,0.00762391,89.79720169,0.036932486,1.5,0,Walking
29,9.749874783,1.227040411,0.968973112,0.001242458,0.29134154,0.18162717,0.267855997,0.098371842,2.463440436,1.983361403,70.14246451,0.067710696,0.543599835,0.004161807,89.74333335,0,6.75,0,Bus
176,9.776324147,0.393347909,0.505150392,0.029933675,0.041251818,0.024450742,0.049052954,0.009965446,0.363659343,0.116663206,104.898672,66.88530687,0.738999625,0.099978281,79.8740139,3.841435683,12.024639,2.507836224,Car
295,10.15506214,0.319969944,0.992954484,8.80E-05,0.03526544,0.01948386,0.048145628,0.028259341,0.400093092,0.362055428,327.2406864,0.262770852,0.990082323,0.000211112,89.76029136,0.022327506,0,0,Train
41,9.803954047,0.017746304,0.984296336,9.11E-05,0.001728651,0.000877541,0.017043382,0.001119485,0.022787169,0.017940398,102.3923844,0.817485378,0.779244612,0.000961423,0,0,0,0,Still
132,9.851525231,0.015293157,0.409996915,1.47E-05,0.001571837,0.000434239,0.048460702,0.00064249,0.016573783,0.020718575,181.3913011,2.83E-05,0.999925419,3.66E-08,53.73272539,26.72371202,0.011059755,0.003756858,Still
385,9.81253063,0.044279904,0.859033956,0.000582721,0.001727788,0.0084407,0.048132157,0.008436092,0.027919527,0.050600807,280.4558915,0.734775027,0.680321295,0.005052194,0,0,0,0,Still
62,9.791301692,0.777488247,0.727365648,0.004420586,0.04548383,0.003207601,0.036429939,0.013034469,0.320246033,0.024614937,292.8158153,0.230436742,0.690607728,0.00929199,84.22668327,1.889939196,9.091069,0,Bus
53,9.871233571,1.037809496,0.585166592,0.004567594,0.040864094,0.035338753,0.118718393,0.117369715,1.11752376,0.966570813,61.40597816,0.787420588,0.459529979,0.003237175,89.77693451,0,17.75,0,Car
361,10.155739,0.575479459,0.95166523,0.000670378,0.020235896,0.008574969,0.042694357,0.018850299,1.146654675,0.647269841,344.3657588,0.551692621,0.327721319,0.002246915,89.76846817,0.016356472,32.75,0,Car
13,10.24724065,0.638323752,0.99994185,2.28E-05,0.061093763,0.023066073,0.017185764,0.000723707,0.349941757,0.206047446,242.2779662,1.035649495,0.99998404,1.86E-05,0,0,44.263973,0,Train
124,9.601730663,0.021369107,0.958466489,0.000129289,0.014788855,0.010610123,0.044825962,0.023615541,0.041844126,0.017266378,191.1512676,1.98624468,0.928456707,0.00106478,85.20476784,0.186592981,0,0,Bus
33,9.974272244,0.116065638,0.990022418,0.005625277,0.517759997,0.544404622,0.541371635,0.497790894,0.603789696,0.595274489,173.7483445,6.971635228,0.959049042,0.039081748,78.2167553,0,0,0,Walking
609,9.694794231,0.016218585,0,0,0,0,0,0,0,0,0,0,0,0,49.30765703,1.006611253,0,0,Car
165,9.826812098,0.532913393,0.905605846,0.003618689,0.092501486,0.055096034,0.11097288,0.038148259,0.682709895,0.218057931,274.272315,0.273531549,0.853530161,0.018378257,89.85859837,0.091202633,0.5,0,Car
100,9.902356328,0.253595042,0,0,0,0,0,0,0,0,0,0,0,0,77.49775022,0.982118453,0,0,Car
74,9.739419113,2.835335777,0.939645658,0.015311984,1.312538609,0.881204012,1.693976022,0.962393482,4.533896136,2.868607709,170.8110631,13.00646574,0.98805322,0.009096189,89.72379062,0.02707035,1.5,0,Walking
75,9.545632903,0.282573038,0.860562957,0.007802956,0.042821958,0.03476717,0.072107318,0.046845714,0.399796407,0.172127178,318.5306159,9.597966471,0.681533734,0.015275743,89.75916185,0.034126474,6.75,0,Bus
17,9.847616263,2.252669491,0.334235048,0.01113305,0.27795003,0.273182848,0.279179738,0.273276463,1.873952777,1.70209913,340.0967765,50.12032746,0.257788691,0.013735447,0,0,0,0,Bus
234,9.732793652,0.360644385,0.920295375,0.039643017,0.292444759,0.274826917,0.322019068,0.180015859,0.301323219,0.089322863,139.5198758,0.533186432,0.954952567,0.019231492,80.79858828,1.222234998,0,0,Train
55,9.663735321,0.411223148,0.684067096,0.009414186,0.13461078,0.169164292,0.067275244,0.032856441,0.284795255,0.195157854,349.937798,11.16452071,0.69722672,0.014510123,86.77948302,0,8,0,Bus
107,9.530282493,0.154172332,0.658712556,0.001850885,0.027205487,0.01618509,0.042100822,0.011876429,0.292381043,0.050446332,160.8965959,1.693942515,0.958139439,0.002778755,89.77186032,0.00877835,6.75,0,Bus
18,9.97731046,0.134669573,0.972320604,0.000813155,0.012368053,0.006686526,0.028286566,0.005280106,0.181219926,0.166509522,322.879987,0.408536852,0.969960823,0.00068355,89.25664151,0,0,0,Train
12,9.853922836,0.017526505,0,0,0,0,0,0,0,0,0,0,0,0,50.91754863,8.016507523,0,0.096086386,Still
298,9.268311996,0.418119639,0.957799589,0.087226143,1.005164598,0.644471428,0.643841849,0.438406887,1.529095073,0.849086708,174.0222482,53.4560209,0.952006712,0.057641693,43.80500675,8.752192834,0,0,Walking
70,9.620445213,0.100070979,0.811215659,0.007130396,0.165925356,0.167080047,0.139364259,0.109328639,0.626306942,0.672167199,391.9642905,7.285169734,0.981924575,0.00244344,89.74135275,0.009790997,0,0,Bus
11,9.359531633,0.739726867,0.580816438,0.063235068,0.326250098,0.083195568,0.366484316,0.172342172,1.830566931,1.448047252,193.7452598,44.07812584,0.936736934,0.038808291,89.76677754,0.013965561,0,0,Bus
148,9.988288465,1.181548154,0.33255461,0.076066363,0.487714411,0.243745121,0.325285601,0.141302157,0.234017348,1.870925995,81.99254071,0.273831038,0.467376487,0.028615927,79.18397962,8.392635607,5.4257073,0.115852729,Bus
47,13.68207486,8.23467197,0.881847031,0.110513381,2.510979235,1.047999294,2.511060927,1.047842976,9.817464745,7.038413894,312.1729856,31.93160906,0.786110285,0.117642522,0,0,1.2336528,0.074762906,Walking
105,9.997379682,2.840246318,0.785396969,0.006220081,0.86375641,0.45358688,1.175108699,0.483631737,1.074758407,0.751132843,103.0418019,3.40736863,0.807707754,0.029129344,84.44761435,0.326798705,1,0,Walking
63,9.837527988,0.00979754,0,0,0,0,0,0,0.019262081,0.017725798,322.6410178,0.530479442,0,0,39.82452151,14.60492068,0,0,Still
30,10.2117591,1.313651146,0.742243149,0.044830278,0.112279887,0.034043144,0.027563496,0.020043371,0.981599911,0.351594441,293.0890983,0.993816769,0.556884158,0.00990623,0,0,10.961514,0.308415229,Car
71,9.90438997,0.173008199,0.687824528,0.005242429,0.081169262,0.014870157,0.041426599,0.01115047,0.2435461,0.018939566,294.7285945,0.075398493,0.705393421,0.00328185,85.89417316,0.427768714,9.091069,0,Bus
91,10.79682964,2.835510721,0.98042353,0.020386527,0.644491917,0.356442932,0.81831609,0.430389717,3.580801288,1.628028233,187.8139037,10.55748866,0.970671039,0.015045557,74.08472675,0,1.13,0,Walking
50,13.60263064,8.392320396,0.872940188,0.110167993,2.42544914,1.028706628,2.4255972,1.027246278,9.500051289,6.912945351,323.5272142,25.76112317,0.766069365,0.121450469,0,0,1.3210617,0.074762906,Walking
9,9.745788229,0.350119769,0.036664884,0.004572159,0.012645313,0.008755203,0.021130797,0.007991715,0.386691745,0.182800287,100.2883788,0.078397844,0.767419659,0.000421348,0,0,38.6922098,0.08588282,Train
61,9.648279485,0.067833808,0.722505276,0.00048459,0.009225103,0.003055279,0.044069184,0.003214771,0.111269269,0.047756117,43.18826674,0.335650052,0.369539303,0.002215929,89.2847222,0,0,0,Train
7,12.61833407,8.085855203,0.932866223,0.014988185,2.504286003,1.04495726,2.363166451,0.949644468,3.665647183,1.468642768,197.9524183,124.8483723,0.665037933,0.013602454,87.34556365,3.36612749,0,0,Walking
20,10.09574662,0.592248868,0.999239705,0.001481629,0.351013839,0.529437614,0.283978773,0.315260012,1.184231323,0.791828324,316.3076367,0.70912411,0.581320646,0.172673629,89.76170303,0,0,0,Bus
38,9.788135684,0.0319141,0.429387576,0.000364101,0.007289984,0.002441822,0.049082449,0.00259474,0.021965883,0.027356287,274.8687432,0.014880793,0.759609843,0.000188893,52.5677786,1.487858667,0,0,Still
18,9.912517175,1.123598882,0.835689264,0.000203074,0.066451822,0.046439514,0.080204576,0.034931104,0.529125224,1.012545106,138.7447331,0.466326264,0.935599285,0.000424962,84.05412454,2.107380512,12.541562,1.979173849,Car
249,9.831355746,0.012113318,0.481327,4.86E-06,0.003665192,0.00130067,0.047718562,0.001692034,0.030763725,0.026977669,32.07799705,0.001990543,0.276380645,6.37E-06,0,0,1.0904151,0,Still
6,9.364086959,2.915105869,0,0,0,0,0,0,0,0,0,0,0,0,68.14832833,0.831051113,15.206906,0,Car
115,9.818582538,0.82816993,0.357802461,0.065621274,0.042445538,0.006104572,0.182177286,0.065107437,0.158669745,0.039603835,279.1735416,3.218392332,0.641261321,0.008974586,39.68249394,6.894630742,0,0,Car
217,9.689188286,0.28310142,0.853240891,0.001118109,0.078888962,0.17943546,0.235356218,0.291087207,0.041418442,0.05485029,125.7768875,0.358287048,0.7921542,0.000332878,71.84642804,1.855293613,0,0,Train
78,10.1717442,0.170445762,0.987753284,0.000211184,0.028176588,0.022199649,0.046426303,0.012423442,0.115086115,0.062565115,316.9729547,4.979005218,0.989451391,0.001082781,89.75125121,0.008189536,0,0,Train
8,9.91151015,0.459905021,0.908457889,0.00129099,0.039494148,0.025280193,0.032433388,0.008237843,0.912871677,0.836161485,353.7136666,4.992801695,0.336309784,0.004063732,89.76085605,0,0,0,Car
69,9.857815899,0.111091269,0.87227739,0.00591914,0.146474253,0.115142786,0.240636838,0.158580194,0.219517557,0.163173663,148.5037672,0.754387668,0.959982348,0.000807613,32.86905353,12.94638701,0,0,Still
14,8.844298292,3.484643684,0.775777307,0.024653036,1.7494456,1.14774716,1.991489717,1.33862938,5.274852595,3.634079303,309.4012564,108.5267944,0.747198736,0.00225184,0,0,0,0,Walking
9,9.792738309,0.033791636,0.218901115,0.000422356,0.008227271,0.002024105,0.043499549,0.00222529,0.079747514,0.026521444,23.42548469,0.32901604,0.214126221,0.003532671,66.17555547,7.202864127,0,0,Train
38,9.843397045,0.016681438,0.23451845,7.70E-05,0.001509551,0.000799142,0.015617131,0.00075056,0.034907081,0.013889311,222.1367702,0.112053783,0.933292265,0.000208689,0,0,0,0,Still
3,9.673683634,0.070579715,0.793730144,0.000604551,0.017373461,0.013627797,0.036210407,0.005498604,0.154892953,0.097819751,148.6411318,0.238613697,0.858048746,0.000751642,83.9268404,0,0,0,Bus
450,10.19756401,0.137675133,0.989125327,0.000102197,0.017741735,0.00979954,0.039030827,0.011559379,0.171439403,0.11424533,206.1785578,0.70172603,0.99382392,0.000163413,89.74616198,0.122969183,0,0,Train
254,9.750842822,0.050341696,0.575162755,3.49E-05,0.034644512,0.040490035,0.068693231,0.058982292,0.071315521,0.164452313,83.01359846,4.943301281,0.649526447,0.000306709,70.81409567,0.401437688,0,0,Train
29,9.833387573,0.007962637,0,0,0,0,0,0,0.019262081,0.001310843,354.0932521,0.180519313,0,0,50.34391796,0,0,0,Still
429,9.817714869,0.016437179,0.155737748,0.000145387,0.001621259,0.000771255,0.016286662,0.000872304,0.022800575,0.010270916,353.0268091,0.290873683,0.061338511,0.002506029,0,0,0,0,Still
144,9.565639851,0.368785539,0.932273364,0.030001735,0.238806294,0.272269834,0.188450449,0.298414593,0.221194956,0.028159025,221.1425409,74.77878972,0.915017078,0.007018227,89.76254992,0.186592981,0,0,Bus
170,8.920277721,2.706257734,0.811578867,0.06093845,1.073934649,0.635067906,1.75987598,0.073160266,6.153890199,1.580806975,277.5700859,0.707328338,0.732716843,0.077654601,89.7467276,0.031243059,1.75,0,Walking
37,13.37657368,6.078451887,0.810935169,0.033445682,1.219007452,0.88897567,1.731256754,0.749468348,5.195551388,2.748165735,278.3185431,138.855145,0.912554371,0.026636115,89.74701039,0.224656749,0.75,0,Walking
70,11.67593607,7.719936109,0.906514997,0.030683956,1.687785656,1.049169562,1.973479472,0.896481103,5.597021186,2.630412462,250.6018988,83.91539615,0.741314724,0.081212483,89.79773992,0.102976229,1.5,0,Walking
45,9.941822425,0.00943071,0.972802527,1.02E-05,0.007304412,0.003126718,0.03739408,0.003975181,0.018690137,0.01495298,180.6895783,0.017590113,0.999076929,9.01E-06,89.55804564,4.271333189,0,0,Still
50,9.608465252,0.357167176,0.943925667,0.000798076,0.024757512,0.020625308,0.044070599,0.010617846,0.980439646,1.104466563,140.2585667,0.298465507,0.941053511,0.000357861,89.76452569,0.004187966,0,0,Train
75,9.95570416,0.027928239,0.970251544,0.000155915,0.011490462,0.011200457,0.040192557,0.002474475,0.032601127,0.021539754,180.7523419,0.022974257,0.999000901,4.29E-05,88.97536274,4.271333189,0,0,Still
44,10.72958887,3.072859937,0.771307441,0.008783893,0.578571585,0.362969907,0.39524303,0.180121212,5.028969491,0.036876925,150.13577,4.414477238,0.9453381,0.008559062,75.35646996,0,0.84,0,Walking
76,9.641773769,0.284328399,0.780097535,0.003720027,0.06054558,0.031064815,0.093604301,0.050420332,0.242475249,0.083559754,244.275086,13.77517846,0.938133192,0.010691231,88.30789283,2.050007902,8,0,Bus
102,9.276777083,0.389881466,0.693046952,0.021934953,0.135313266,0.084073667,0.180568347,0.118455394,0.610812897,0.247833846,320.0688095,19.73955551,0.699522265,0.008937686,89.75887945,0.053983701,0,0,Bus
52,9.847245315,0.173848686,0,0,0,0,0,0,0,0,0,0,0,0,66.88391432,0.508010568,0.875,0.883883476,Bus
190,9.852864764,0.073394581,0.280856208,0.001072606,0.039475321,0.004961752,0.060126024,0.048837481,0.192895515,0.53183232,88.94181204,0.387688261,0.691565592,0.003169809,60.87997092,1.318391025,0.1390201,0,Still
354,9.990253974,0.008989452,0.960922879,9.95E-05,0.006388124,0.002644221,0.038180013,0.003267715,0.021452612,0.007432557,200.1885683,0.009706809,0.971690013,5.83E-05,89.31419873,5.799806985,0,0,Still
56,9.788310989,0.353903155,0.848957846,0.004451505,0.190977811,0.123659486,0.121130124,0.077273146,0.667496971,0.039273002,301.2932025,0.103077196,0.373565013,0.002376867,87.61977313,0.463743819,0,0,Train
20,9.630870928,0.082851259,0.870495695,3.11E-05,0.006215263,0.00237663,0.035075181,0.004410534,0.068168509,0.027473102,145.2371064,0.147622661,0.954249934,0.000290182,88.10965926,1.749127283,0,0,Train
47,9.68957065,0.032086414,0,0,0,0,0,0,0,0,0,0,0,0,44.76092206,3.181129535,0,0,Still
3,10.310262,3.460318642,0,0,0,0,0,0,0,0,0,0,0,0,76.88830081,0,0,0,Walking
12,9.639820053,0.778311624,0.921658293,8.41E-05,0.028625125,0.014020272,0.054052002,0.004462007,0.723619823,0.342766692,342.5878513,0.268304451,0.319111717,0.005198673,0,0,0,0,Car
299,9.708590935,0.168525111,0,0,0,0,0,0,0,0,0,0,0,0,68.0003927,1.006611253,0,0,Car
47,10.67287947,2.590851352,0,0,2.174319852,0.996346785,0,0,5.531524665,0.753641918,308.9537739,118.8541251,0.865640084,0.087209354,0,0,0,0,Walking
415,9.95337439,0.01562979,0.946809675,0.000202891,0.017125097,0.011208665,0.039966488,0.006414668,0.049010691,0.025768964,177.3162633,0.043563808,0.999761275,1.02E-05,89.76057371,0.299859059,0,0,Still
206,9.850342248,0.012896895,0.464404381,8.73E-07,0.001921944,0.000274578,0.048006393,0.00120414,0.028597027,0.009071356,156.1216206,5.55E-05,0.978371188,6.77E-07,44.52123918,4.257207025,0.00035028,0.003756858,Still
85,10.18348146,0.914330868,0,0,0,0,0,0,0.411292588,0.305864526,343.2798158,0.616341811,0,0,61.0845982,6.678706655,0,0,Walking
13,9.849685123,0.017853142,0.272375622,0.000464437,0.001282447,0.000894917,0.015402224,0.001514828,0.052248731,0.01403559,221.8346488,0.183154287,0.934099798,0.000286787,0,0,0,0,Still
22,12.81287935,8.341152502,0.861591091,0.123953479,2.493170678,1.02690543,2.500928372,1.047685854,9.081373315,6.175855811,306.4964275,22.25974936,0.813491114,0.081370901,0,0,1.252787733,0.001418395,Walking
32,12.57827918,5.271973168,0.987012688,0.004220538,2.222901764,1.204762666,2.178014696,1.01155772,2.379201061,4.238571749,157.8243987,44.73267973,0.860781013,0.110482659,0,0,1.8401512,0,Walking
22,9.780366824,1.210487889,0.944038068,0.00241781,0.158620093,0.128193225,0.161369208,0.128023664,1.098464372,0.792902405,233.4525446,2.082085484,0.92287582,0.006538204,0,0,0,0,Bus
252,11.76888451,4.046108647,0.955004674,0.016801654,1.451086225,0.749580481,1.490243347,0.964303826,6.594475325,5.618524753,217.7046245,34.57407783,0.974460359,0.011748398,89.79467088,0.013200546,0.5,0,Walking
5,10.48631451,3.992054407,0,0,0,0,0,0,4.22908065,2.340239374,0,0,0,0,66.74918523,4.012124216,0,0,Walking
269,9.952979643,0.038676123,0.943232769,0.000429762,0.019854716,0.013933661,0.039838939,0.008299673,0.057352304,0.027994047,180.2323716,0.045572234,0.998836959,4.87E-05,85.13820164,0.025040607,0,0,Still
99,10.58801982,0.063238549,0,0,0.075327896,0.004836392,0,0,0.756896647,0.032477448,111.7437738,31.53701396,0.376222223,0.000171528,66.12850055,0.417732228,0,0,Train
45,9.900759493,0.312779113,0.997673132,0.00199932,0.077255281,0.028453548,0.06718555,0.026985251,0.604646191,0.32532973,124.7973845,3.130482508,0.875232406,0.012201494,0,0,6.06943552,3.842800867,Car
88,9.77164862,0.842579453,0.422656639,0.047519422,0.174365943,0.194783403,0.439455778,0.215555528,0.103784214,0.440239122,136.6043863,1.939472953,0.923872264,0.004672911,89.73314263,0.841268008,0,0,Car
99,10.31783441,2.575542191,0.950393689,0.012408126,1.118023712,0.68364859,1.041980414,0.605475922,3.64115045,1.236003484,170.8732533,7.885034766,0.966152537,0.014950347,86.82552421,0.095156658,0.75,0,Walking
110,10.26319151,0.210563634,0.989870774,0.00026239,0.032433449,0.017997651,0.045995486,0.01167632,0.272158954,0.114485306,201.3931152,0.279079345,0.993874666,0.000183988,89.7489897,0.000998367,0,0,Train
213,10.39234261,0.375657656,0.996041958,0.021013452,0.898517968,0.640462689,0.88567053,0.547375285,1.428467728,0.404937339,119.268734,3.638523697,0.893998921,0.113381536,78.06505634,4.549349099,1.19105,0,Walking
62,9.7199301,0.288927454,0.321249619,0.000534051,0.012214477,0.008773249,0.02157675,0.00804956,0.33897729,0.174849682,62.86915333,0.081292185,0.521125959,0.000571952,0,0,44.182584,0.500494652,Train
380,9.991268451,0.015872152,0.960406766,1.20E-05,0.005939208,0.002622976,0.040491759,0.004903906,0.028108457,0.008337095,200.1488172,0.006599903,0.971055156,3.60E-05,59.69054627,4.068048177,0,0,Still
16,9.523312485,4.371349212,0.995838442,0.004182039,0.526022567,0.190045672,0.669691302,0.315686849,3.413964485,1.66916642,366.8115013,4.937449249,0.92047722,0.009137453,77.22112489,0,0,0,Walking
103,9.787273675,0.055340156,0.622655611,0.014828665,0.016115732,0.025361598,0.038601883,0.007368618,0.112935956,0.674885225,292.0491348,0.161450056,0.68721298,0.001241082,78.48972087,0.951800966,12.94875775,0.115852729,Bus
11,12.82170363,8.411838687,0.866868653,0.126741785,2.341241322,1.019249468,2.340715687,1.014976528,8.716780636,6.143562843,284.8877097,21.46950888,0.863558762,0.070823971,0,0,2.236959533,0.001900736,Walking
69,9.878457014,1.842065538,0.59511963,0.006268226,0.214097906,0.159316153,0.213651874,0.158885877,1.496690126,1.307572381,130.7458607,1.713439878,0.897527692,0.007363419,0,0,0,0,Bus
52,9.972664746,0.14228429,0.992252206,9.45E-05,0.030435606,0.012066575,0.05016372,0.020342394,0.22610781,0.076795979,344.642074,0.512356497,0.977084214,0.00051155,89.75322954,0.294189472,0,0,Train
385,10.19100345,0.027277709,0,0,0,0,0,0,0,0,0,0,0,0,62.69628741,1.006611253,0,0,Car
69,9.755624007,0.687507273,0.878881329,0.004462276,0.226079004,0.15883492,0.084738124,0.028894382,1.906701402,0.648819106,339.9406907,1.528835229,0.347872608,0.004070175,89.74997857,0.004597568,1.75,0,Bus
133,9.735854548,1.082387207,0.360842586,0.098676653,0.663173139,0.898278059,0.837085131,0.097829191,0.475834478,2.176021976,100.6129139,6.367657603,0.789850095,0.061694551,51.5037569,0.434188614,0,0,Still
10,9.744697761,0.702969206,0.592968069,0.287140857,0.259127864,2.13958948,0.207034753,0.222937655,2.401166284,0.142139211,114.3045411,0.142224668,0.941920118,0.000214246,81.64996277,0,0,0,Train
101,9.91280288,0.325527943,0,0,0,0,0,0,0.096858447,0.057558937,161.1095455,1.14724981,0,0,68.64976512,1.186770245,0,0,Walking
6,9.897964112,0.870966471,0.992131846,0.009855627,0.305796925,0.109880962,0.409406339,0.119421681,1.528935132,0.045144254,328.159827,16.13413793,0.512531416,0.102714139,0,0,0,0,Bus
10,9.773887805,0.056301148,0.704986036,0.001125541,0.005985233,1.089766114,0.04613608,0.003333747,0.041858812,0.004986048,19.68936419,0.018050566,0.169779218,0.000689538,68.91830828,3.339403602,0,0,Train
36,9.997282295,1.354289054,0.871167592,0.118444167,0.276312095,0.24493247,0.361621974,0.174651601,2.4044328,1.252941378,239.4025489,156.1749959,0.102436781,0.012784978,0,0,4.901424,0.308415229,Car
49,9.744599908,0.262942491,0.70319472,0.00164498,0.05022491,0.03673314,0.088206861,0.032468099,0.906394992,0.059530216,105.0062765,0.122287202,0.793657374,0.000748288,82.49758004,1.643484874,0,0,Train
75,9.67880766,0.270245534,0.386617686,0.022148689,0.083564455,0.045179016,0.106130623,0.044010417,0.417304073,0.163657014,122.1821689,3.966909144,0.836479326,0.050644647,89.74983783,0,2.25,0,Car
310,11.09594787,2.382815748,0.993473075,0.009222691,1.322779807,0.667705552,1.346503008,0.774995272,2.537821516,0.792359444,229.5493346,33.21440563,0.960845799,0.014609139,89.71840156,0.041329846,0,0,Walking
79,9.555710194,0.088507879,0.783180518,0.005712504,0.17649691,0.166926967,0.250937046,0.229931208,0.462909418,0.398837489,144.5285975,5.256130284,0.986441819,0.00442313,89.76000899,0.009790997,0,0,Bus
34,9.817969249,1.802124977,0.981428833,0.003027338,0.073733073,0.03038234,0.164026125,0.034912388,2.199030678,2.370859365,44.33598261,1.073583771,0.36715432,0.012240065,0,0,13.232545,0,Car
37,9.924786955,0.825322137,0.831273344,0.00580733,0.131079454,0.084144232,0.132271395,0.0840708,0.885450179,0.530857687,310.4989772,1.899835192,0.771905505,0.00527558,0,0,5.94555558,0.164270928,Bus
31,9.859626223,1.368294378,0.458698439,0.005301317,0.215959102,0.109788635,0.197249532,0.191267933,0.734179903,0.38742234,322.5354698,0.812110973,0.509695046,0.008614985,86.26975148,0.046392012,9.028285,0,Car
33,10.56598832,2.404338927,0,0,0,0,0,0,3.545493568,2.955924884,271.8168626,29.11609158,0,0,57.83074915,7.077717523,0,0,Walking
5,10.81275815,1.034233131,0.915202247,0.01978209,0.419642217,0.196457753,0.390018556,0.173038516,1.22552539,0.045144254,326.7633667,3.074983114,0.403851938,0.057738208,0,0,0,0,Bus
3,10.27837333,1.830756235,0.537163404,0.03018712,0.663479302,0.555791632,0.492260346,0.245718648,1.525376327,1.317882354,109.0841668,18.49888898,0.760697146,0.038005264,0,0,0,0,Bus
