time,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.game_rotation_vector#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,sound#mean,sound#min,sound#max,sound#std,speed#mean,speed#min,speed#max,speed#std,target
204,10.7115045,6.856771103,14.07725431,2.94589056,0.895192375,0.862074598,0.915756888,0.019052589,1.802287393,0.619510128,3.013100862,0.773409961,0.769010415,0.272697268,1.047549289,0.309587273,6.158117859,3.62969752,7.174114306,1.474456872,135.2742058,123.4628496,147.0855621,16.70378021,0.865014137,0.82946311,0.890074304,0.027727912,89.74559633,89.74559633,89.74559633,0.064285991,1,1,1,0,Walking
164,10.29777878,4.455016698,28.39715196,6.751349653,0.862448776,0.804251198,0.883501664,0.027303545,1.790585992,0.677297222,4.339833302,1.028864033,1.490018713,0.563228153,2.817384822,0.738492866,6.685232823,6.685232823,6.685232823,1.912618234,91.61200955,91.61200955,91.61200955,121.2334603,0.806103846,0.693375237,0.851541048,0.053477903,89.75972662,89.75972662,89.75972662,0.031243059,0.25,0.25,0.25,0,Walking
28,9.594940832,9.313802632,9.864101293,0.071488271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.36965897,39.36965897,39.36965897,0,0,0,0,0,Still
5,10.09047235,8.979471395,10.83067823,0.343998151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.93305879,69.93305879,69.93305879,1.866481655,7,7,7,0,Bus
37,9.618649626,9.589028799,9.658818065,0.030576325,0.716467061,0.715273922,0.717411193,0.000817695,0.027867153,0.005345675,0.142011073,0.038664151,0.07154465,0.034657417,0.175810427,0.069528949,0.038320502,0.037174007,0.039466996,0.001621388,137.838421,137.838421,137.838421,0.043459458,0.932863347,0.932583234,0.933003563,0.000195928,74.28659519,74.28659519,74.28659519,0.344938057,0,0,0,0,Still
13,10.14924132,6.171069008,12.29550467,1.129546044,0.979086143,0.966850268,0.999149806,0.012346389,0.128565671,0.083882274,0.158679227,0.039469687,0.122725882,0.05892238,0.168035691,0.056858958,2.620594091,1.129858836,4.111329346,2.108218015,352.2795251,337.737677,356.9961066,5.168673159,0.180140063,0.180140063,0.180140063,0.372001545,89.95683077,89.95683077,89.95683077,0.999340757,9.170048,9.170048,9.170048,0,Car
245,10.17911372,10.15185986,10.19728745,0.012329202,0.994647595,0.994632558,0.994671599,1.68E-05,0.005958577,0.001182138,0.015041838,0.00292994,0.038416419,0.036029989,0.041117142,0.00154561,0.032574672,0.017552039,0.040469345,0.008673347,198.7970554,198.7346835,198.857429,0.039666282,0.994252465,0.994215472,0.994270155,2.17E-05,84.1956603,84.1956603,84.1956603,1.607510542,0,0,0,0,Train
121,9.580786574,9.479087043,9.704137867,0.072861589,0.750172301,0.747934934,0.752302887,0.001380153,0.020745609,0.003504177,0.039994183,0.008280849,0.053959385,0.041624298,0.066294472,0.017444447,0.194197847,0.104899073,0.28349662,0.126287536,158.1657226,154.5938297,165.2935611,6.172894366,0.942478206,0.941974513,0.943660881,0.000521417,89.80647503,89.80647503,89.80647503,0.00877835,7.5,7.5,7.5,0,Bus
132,9.770558482,8.622325591,11.40121708,0.571727505,0.567026721,0.563900115,0.570617456,0.002769009,0.04567809,0.013889349,0.084927699,0.021498475,0.050375361,0.007224975,0.090258773,0.01854276,0.603321549,0.174133559,0.990186077,0.409669238,125.4197711,123.114647,127.7323409,1.413469894,0.8821564,0.878725202,0.885013164,0.003183095,82.28148289,75.7080205,89.71868528,7.045155567,15.367581,15.367581,15.367581,2.338932455,Car
202,10.11131511,10.06646594,10.16303243,0.027577504,0.981900392,0.981838622,0.981948319,5.61E-05,0.022290315,0.004299108,0.045584038,0.010436624,0.044313008,0.019455004,0.0769008,0.021653385,0.041106051,0.026985271,0.049688664,0.012323331,237.9164332,237.7415158,238.0135241,0.098263624,0.987592193,0.987500902,0.987759779,9.02E-05,77.09097872,77.09097872,77.09097872,1.805337429,0,0,0,0,Still
368,9.937290225,7.261150806,10.80036286,1.329007479,0.895502871,0.848216566,0.942789175,0.066872933,0.379193299,0.02082581,3.260124431,0.663481187,1.516780292,0.036344414,5.796726708,2.854105526,1.147603443,0.303614376,1.991592511,1.193580786,168.079719,107.5615249,289.0380214,104.7529699,0.821594477,0.818819897,0.824369056,0.003923848,36.42923473,20,67.00883713,26.50721357,0,0,0,0,Train
240,9.881161779,8.540331427,11.35734456,0.773466281,0.90007355,0.90007355,0.90007355,0.004894623,0.103606412,0.01043847,0.20356757,0.060710166,0.167320119,0.019888332,0.396144105,0.121711801,0.897377016,0.78109167,1.013662362,0.164452313,142.1610731,142.1610731,142.1610731,0.981043859,0.949553198,0.949553198,0.949553198,0.019231492,84.10029585,84.10029585,84.10029585,1.222234998,0,0,0,0,Train
29,9.883224697,9.814959589,9.931001927,0.03996587,0.939650827,0.939435391,0.939777256,0.00015279,0.010039427,0.002803218,0.024305052,0.005402515,0.033000312,0.023930792,0.046011798,0.00745229,0.038618149,0.038618149,0.038618149,0.037678194,299.2646604,299.2095536,299.3610565,0.06663373,0.969740806,0.969553488,0.969924391,0.000129563,89.77665269,89.77665269,89.77665269,0.016555672,0,0,0,0,Bus
302,10.19358638,9.801684876,10.69434616,0.270930225,0.991647152,0.991491535,0.991830029,0.000137778,0.019766643,0.005742537,0.048289393,0.012157898,0.045504768,0.031394361,0.065399322,0.011093604,0.292720537,0.063781787,0.521659288,0.323768286,327.7666217,327.584981,327.9498655,0.129736175,0.9909014,0.990708024,0.991076013,0.000110551,89.76113839,89.76113839,89.76113839,0.022327506,0,0,0,0,Train
73,9.971128042,6.746002136,14.18397778,1.021183043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.9814252,65.9814252,65.9814252,2.206110067,5.5,5.5,5.5,0.530330086,Car
7,9.763089123,9.366352287,10.14084398,0.206653364,0,0,0,0,0,0,0,0,0,0,0,0,0.509211234,0.30728903,0.711133437,0.285561119,207.1868578,207.1868578,207.1868578,1.881327956,0,0,0,0,79.47548388,79.47548388,79.47548388,0,0,0,0,0,Car
84,9.695504599,9.557380363,9.929157908,0.060031926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.12359948,36.12359948,36.12359948,1.426948495,0,0,0,0,Still
4,9.82134795,8.698762979,11.17235107,0.37421921,0.538041888,0.521874954,0.579043005,0.015356512,0.068903753,0.01054558,0.200275386,0.037028393,0.074492363,0.008588437,0.210531938,0.037952391,0.334952959,0.047801713,1.388453548,0.224367135,132.5757977,128.39054,137.1856594,2.572738959,0.911111722,0.89355889,0.927874351,0.009522652,0,0,0,0,0,0,0,0,Bus
48,9.44806368,8.754569759,10.97158479,0.617198482,0.61801809,0.610104964,0.631209674,0.007659332,0.291231345,0.121407351,0.436988114,0.098419248,0.375857592,0.320236296,0.426601332,0.053350006,0.619774356,0.321416488,0.918132225,0.421941744,210.8001106,205.9177069,215.3402363,3.971962983,0.987302818,0.934041421,0.999370186,0.019726685,89.76406883,89.73993777,89.78819989,0.034126474,6.75,6.75,6.75,0,Bus
52,9.608598058,8.540819488,10.28641753,0.61967166,0.940655145,0.940655145,0.940655145,0.002278045,0.101419199,0.034411262,0.196772531,0.051890321,0.127851759,0.076992666,0.170238265,0.036800286,0.834511277,0.834511277,0.834511277,0.180354448,327.1288212,324.5055402,334.2361517,4.745064476,0.375655196,0.366709754,0.383888394,0.005613371,89.78200574,89.78200574,89.78200574,0.019147179,10.25,10.25,10.25,0,Bus
118,9.860225531,9.84553923,9.874361419,0.007315318,0.727539913,0.727538364,0.727542136,1.36E-06,0.637271532,0.637271532,0.637271532,0.006104572,0.047131947,0.046538152,0.047725742,0.000839753,0.031309282,0.006296824,0.049812245,0.022476167,204.9808497,204.9807689,204.980882,3.66E-05,0.976324142,0.976323847,0.97632429,2.56E-07,46.23507722,46.23507722,46.23507722,6.894630742,0,0,0,0,Car
64,9.509558193,8.801410137,10.01859688,0.340085342,0.971806377,0.971231404,0.972484775,0.000441757,0.012768165,0.002843626,0.02733698,0.007135661,0.034964901,0.026244057,0.04649846,0.007748019,0.411698017,0.065092482,0.970267502,0.309463443,220.6426154,220.6426154,220.6426154,0.043050516,0.938017387,0.936671797,0.938717285,0.000690314,89.78932563,89.78932563,89.78932563,0.002989366,0,0,0,0,Train
295,10.08270765,8.994903629,11.40506531,0.637835781,0.945682475,0.945013947,0.946198648,0.000606868,0.02025622,0.006071023,0.043890057,0.00978062,0.03587119,0.020765267,0.042899169,0.010217486,0.941668586,0.622837218,1.436164931,0.434187898,40.17052634,40.0179997,40.32305297,0.215705236,0.355324383,0.354065044,0.356383047,0.001171959,0,0,0,0,33,33,33,0.176776695,Car
3,10.74817177,5.38712029,13.54867632,2.944299184,0.930404302,0.91799105,0.935367769,0.006366181,0.516041961,0.177893669,1.120378351,0.282271698,0.36055027,0.138606195,0.968499789,0.286551116,4.222831693,4.222831693,4.222831693,2.007817256,310.228076,297.6465024,320.7989978,9.58654585,0.732048537,0.715339866,0.748907454,0.013623956,73.28719749,73.28719749,73.28719749,0,0,0,0,0,Walking
60,9.771545205,8.369057593,11.78310578,0.895554734,0.928196729,0.926778704,0.929614754,0.00200539,0.166742747,0.017593026,0.514144611,0.140805542,0.167741664,0.067942859,0.36852024,0.126432872,1.223472334,0.441888086,2.005056581,1.105327043,332.6198314,330.7111082,334.5285546,2.699342244,0.373330598,0.366986038,0.377125907,0.004157733,89.74997857,89.7467276,89.75322954,0.004597568,1.75,1.75,1.75,0,Bus
247,9.807733786,9.787950925,9.835459722,0.010865097,0.289317532,0.289268502,0.289377684,3.65E-05,0.002731872,0.002731872,0.002731872,0.000418131,0.064173696,0.054637447,0.073709945,0.013486292,0.025378767,0.022009316,0.028748217,0.004765123,307.2080707,307.2034505,307.2141719,0.005137127,0.448730758,0.448710842,0.448748681,1.78E-05,51.86572134,51.86572134,51.86572134,0.658066448,0.19667171,0.19667171,0.19667171,0,Still
170,9.744020664,8.019597004,11.31270517,0.957700948,0.941545863,0.941545863,0.941545863,0.004365848,0.022815172,0.006574785,0.050068517,0.011809107,0.012576704,0.012576704,0.012576704,0.004976595,0.624596456,0.370104825,0.791073526,0.223860636,38.52628826,37.69820701,39.35436951,1.171083736,0.340555156,0.331402704,0.344037251,0.005169799,0,0,0,0,33.75,33.75,33.75,0,Car
143,9.578665783,9.519021082,9.655069715,0.03929384,0.952413756,0.948664018,0.954888103,0.00203059,0.04835678,0.006368931,0.12212836,0.035543527,0.058766454,0.022724236,0.123822966,0.035292006,0.099908002,0.075486053,0.150509889,0.028159025,194.2222844,187.53237,200.9121988,9.460967666,0.916762,0.905706518,0.922300495,0.005553389,89.74785872,89.74785872,89.74785872,0.186592981,0,0,0,0,Bus
138,9.864038969,8.951304805,10.74556462,0.767636996,0.755823649,0.744611142,0.767062067,0.009229078,0.078682486,0.009287403,0.226343578,0.052181625,0.071539639,0.037852993,0.121394923,0.037275308,0.565570422,0.2248517,1.001881462,0.289570267,81.7117768,80.0862107,83.65616169,1.478758582,0.63571796,0.623965662,0.648856732,0.00827296,89.8075984,89.8075984,89.8075984,0.00339147,31.25,31.25,31.25,0,Car
170,9.938940921,9.727626567,10.1359086,0.115294032,0.958868534,0.958244352,0.959348124,0.000410565,0.024066292,0.005115018,0.061350115,0.013735699,0.044817508,0.021130806,0.069209435,0.022292587,0.236330637,0.182245961,0.33404023,0.070258269,376.9502337,376.902629,377.0139613,0.041933257,0.995049673,0.99495667,0.995120361,6.07E-05,89.73314263,89.73314263,89.73314263,0.010617205,0,0,0,0,Train
144,11.47728211,5.374200117,20.59019911,3.680113886,0.830426718,0.791803048,0.884430368,0.046343371,1.61610014,0.309678755,3.946029116,0.894095356,1.62421176,1.090252241,2.879557502,0.669320929,5.073904931,1.325647185,7.830550328,2.533302396,315.9055508,306.445937,361.9428966,17.45558133,0.800885333,0.723454227,0.867833887,0.057397105,89.83087558,89.83087558,89.83087558,1.333902771,0.25,0.25,0.25,0,Walking
467,10.04289926,9.703599968,10.28810878,0.196710394,0.989375283,0.988682678,0.989877111,0.000383605,0.024780598,0.005073037,0.077678138,0.016462805,0.051793592,0.039069044,0.085551073,0.01306259,0.492246041,0.205214783,0.961654174,0.231736961,204.0006885,202.9363102,205.8075022,0.960017395,0.994228956,0.993759878,0.994637897,0.000306494,89.7569024,89.7569024,89.7569024,0.005389953,0,0,0,0,Train
37,10.33144494,5.959675436,17.73511387,2.736087059,0,0,0,0,0,0,0,0,0,0,0,0,2.797736033,2.192918365,3.791181689,0.86711314,381.914559,378.4498283,385.3792896,4.899869089,0,0,0,0,54.2023473,54.2023473,54.2023473,0.019812441,0,0,0,0,Walking
309,10.06616986,9.084962496,10.7149004,0.491150649,0.921570003,0.92115179,0.922097114,0.000365826,0.020071702,0.00380446,0.041742925,0.010817833,0.022100898,0.017037215,0.031729903,0.005728505,0.753852608,0.478802609,0.905870738,0.238640791,347.8157563,347.3805223,348.1069088,0.307995945,0.317838158,0.315824274,0.320503592,0.002041952,89.79073259,89.79073259,89.79073259,0.025490682,33.75,33.75,33.75,0,Car
55,8.448902462,4.161355021,13.09556304,3.433280119,0.998915113,0.996966769,0.999785807,0.001143505,0.484833158,0.165558643,0.940358908,0.251873255,0.554211972,0.216214598,0.889475632,0.251317003,4.289545967,3.228955737,5.17929076,0.917714701,192.9304917,183.4500011,204.8591715,10.91253259,0.94997437,0.942575579,0.956780945,0.007121176,77.83520803,77.83520803,77.83520803,0,1.2,1.2,1.2,0,Walking
221,9.813437651,9.783608934,9.871112431,0.016214832,0.051801181,0.051499894,0.052250685,0.000278747,0.001699357,0,0.004392198,0.000831298,0.016334994,0.014172422,0.019145147,0.000994193,0.020169691,0.004560726,0.064469048,0.009727613,354.0366454,353.5168905,354.7273097,0.312515061,0.05256048,0.046592066,0.057038142,0.002682308,0,0,0,0,0,0,0,0,Still
7,9.710220262,8.571076755,10.65246633,0.410129561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.07859184,69.07859184,69.07859184,2.701138087,44.070965,44.070965,44.070965,0,Train
137,9.65113238,8.233940683,11.02079382,0.910516719,0.213187924,0.209787521,0.216006163,0.003149931,0.054080236,0.027154317,0.099471675,0.021757705,0.050059408,0.012755241,0.120239635,0.033842209,0.325104374,0.325104374,0.325104374,0.005219355,26.06521179,26.06521179,26.06521179,0.10910287,0.217772155,0.214682007,0.220862303,0.004370129,77.62312642,77.62312642,77.62312642,0.022922515,0,0,0,0,Train
15,10.15564735,4.920297617,13.51742408,3.485229865,0.999760319,0.999760319,0.999760319,0.003330465,0.770301899,0.254870578,1.609220956,0.437534928,0.668760358,0.325991034,1.007093888,0.231825123,5.466141408,5.466141408,5.466141408,1.796353827,177.5584485,165.5138954,191.8808111,13.33022405,0.986678234,0.976062204,0.996343824,0.009178362,80.78828238,80.78828238,80.78828238,0,0,0,0,0,Walking
33,9.945068418,8.916081144,11.5926909,0.588307597,0.969577637,0.969577637,0.969577637,0.001855323,0.08979421,0.077001742,0.102586678,0.018091281,0.062617291,0.028742407,0.091252819,0.022160451,0.413810831,0.413810831,0.413810831,0.045849812,92.92502902,74.37244919,108.0163354,9.57583544,0.633406785,0.633406785,0.633406785,0.012080342,79.93985964,79.93985964,79.93985964,4.538709195,6.7585893,6.7585893,6.7585893,0,Car
3,10.27611409,5.50886068,17.47740378,1.21576651,0.943473534,0.790503905,0.997410764,0.054309356,0.775110989,0.036171964,2.22869949,0.49910147,0.777362887,0.038260645,2.234477404,0.501056079,1.851488284,0.202525352,6.987723033,1.291445746,315.995742,288.8909812,344.2146288,11.82348264,0.789366291,0.703064586,0.865255586,0.033395266,0,0,0,0,0,0,0,0,Walking
50,9.799513656,8.802442368,11.36339527,0.547054713,0.743935885,0.743935885,0.743935885,0.005771134,0.015491566,0.00938429,0.021160993,0.005900548,0.063638856,0.041502888,0.086682614,0.022680548,0.088369001,0.088369001,0.088369001,0.424663024,280.9865622,277.4443591,284.5287652,5.009431588,0.695980172,0.695980172,0.695980172,0.004011061,75.63941348,75.63941348,75.63941348,0.246323626,0,0,0,0,Bus
29,9.926975974,9.436246414,10.20457165,0.11789923,0.936685789,0.933424073,0.946058108,0.004317623,0.035277003,0.028126349,0.042427656,0.010112551,0.105748775,0.04677808,0.243062962,0.075837451,0.560239439,0.073538289,1.294755751,0.647226613,315.3028452,313.337631,317.9370718,1.634455565,0.466022046,0.458062478,0.476310778,0.009344457,0,0,0,0,0,0,0,0,Still
34,10.07899794,7.622909299,12.41050652,0.680123118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.1663128,67.1663128,67.1663128,5.538315741,6,6,6,0,Bus
159,9.793586488,8.627496428,10.31026721,0.314153091,0.908601554,0.908601554,0.908601554,0.000972674,0.022369496,0.007822892,0.058795582,0.014136577,0.056678188,0.04906735,0.064289027,0.010763351,0.134726408,0.134726408,0.134726408,0.021605913,161.6657679,161.6657679,161.6657679,1.094301092,0.950730531,0.94995953,0.952008045,0.000887502,86.22744598,86.22278117,86.2321108,0.006597048,0,0,0,0,Train
51,9.727212426,8.702278366,10.68003994,0.315705465,0.38432511,0.381051048,0.395583537,0.003606181,0.022622134,0.001506512,0.080496216,0.016274933,0.027747376,0.004881655,0.086712788,0.016095108,0.328085551,0.021761264,1.111021518,0.172856036,55.03387443,53.4193013,55.61524536,0.57819805,0.461707341,0.449391341,0.46598048,0.004344336,0,0,0,0,45.2487318,45.099495,45.347477,0.117525938,Train
99,10.33132179,5.136764098,15.59646526,2.981296095,0.70152859,0.615432622,0.780687113,0.061461173,1.324717436,0.276438691,2.510251726,0.775430506,1.157906043,0.345545824,2.52074838,0.752416449,5.217430633,1.708340287,8.420092001,3.695034017,310.4144903,308.2565162,313.7952127,2.41986151,0.831407003,0.753393759,0.914155966,0.046525477,89.74418203,89.74418203,89.74418203,0.045772002,1.25,1.25,1.25,0,Walking
22,10.02953279,9.769147442,10.27852796,0.163190093,0.985674083,0.985561857,0.985759977,7.88E-05,0.03052566,0.010137809,0.073023643,0.015505119,0.04395549,0.030653517,0.087929777,0.018135551,0.181783596,0.163461515,0.200105677,0.025911336,387.7350394,381.8895032,397.3230764,7.352354032,0.994812099,0.992867076,0.997575312,0.001586382,89.67858926,89.67858926,89.67858926,0.294189472,0,0,0,0,Train
209,10.11916031,10.06434753,10.17939402,0.036348739,0.981589953,0.981533821,0.981658932,6.09E-05,0.012232997,0.0026661,0.03138556,0.006668079,0.037805063,0.026913126,0.054807482,0.01057882,0.051875594,0.023741301,0.085732187,0.027359605,237.1042978,237.0354974,237.2083675,0.078801167,0.987570015,0.987435758,0.987646777,7.33E-05,75.89115503,75.89115503,75.89115503,1.805337429,0,0,0,0,Still
67,9.940902721,9.376870242,10.65300225,0.266755278,0.446444891,0.44517216,0.447717622,0.001799914,0.019532163,0.003195793,0.039758775,0.009933673,0.0337212,0.013262435,0.087124049,0.017477656,0.37268035,0.37268035,0.37268035,0.038688115,326.953935,320.5791051,333.3532205,4.634104412,0.30226877,0.225716634,0.378820906,0.108261069,81.87161442,80.77796424,82.96526459,1.54665491,11.875612,11.875612,11.875612,0,Train
158,9.447413247,8.306386354,10.53134586,0.643314387,0.830118382,0.826847237,0.83279022,0.002663227,0.076048953,0.013202169,0.194292555,0.048723277,0.093156126,0.035475874,0.292807416,0.075430798,0.496799515,0.096688362,0.83490578,0.258268324,237.973892,237.3006286,238.6471555,0.952138272,0.952000669,0.951007445,0.952890537,0.000726052,89.75887945,89.75887945,89.75887945,0.003588695,29.25,29.25,29.25,0,Car
8,11.7418419,4.391328797,29.97909904,5.075594147,0.840724617,0.746141857,0.904921275,0.058895857,2.963200763,2.958161942,2.968239584,0.007125969,1.916285903,1.262575521,3.526378381,0.934112209,3.361753855,1.803617696,4.290981753,1.002508091,355.9539428,342.2409398,366.2584473,8.665839616,0.732962542,0.732962542,0.732962542,0,69.952413,69.952413,69.952413,11.13022497,1.207395,1.207395,1.207395,0,Walking
381,9.987935374,9.975651464,10.00863252,0.009563995,0.96037403,0.960286784,0.960419455,5.09E-05,0.005832749,0.002109635,0.009911614,0.002262388,0.037646813,0.033481181,0.042168452,0.003136129,0.022861303,0.010992323,0.029920911,0.006376474,200.1383576,200.1245376,200.162752,0.014193545,0.97098162,0.970892092,0.971092188,6.71E-05,53.12196404,53.12196404,53.12196404,4.068048177,0,0,0,0,Still
24,10.58913834,8.515873182,13.31077803,1.654815394,0.962508561,0.944601065,0.976210623,0.011439835,1.093370112,0.276657359,2.651588162,0.777568723,0.895101287,0.384497658,2.159498634,0.622177934,3.025383875,1.321594306,4.35896169,1.204302478,198.4457358,190.0422105,203.7819223,6.283666542,0.963466409,0.940717574,0.974604022,0.011199783,89.92114835,89.92114835,89.92114835,0,1.25,1.25,1.25,0,Walking
145,10.59978348,10.36361992,10.82689652,0.114745885,0,0,0,0,0.078892604,0.06027541,0.106879077,0.00932249,0,0,0,0,0.771949232,0.771949232,0.771949232,0.092554182,112.7191895,102.5785583,119.2877984,8.114183473,0.733289097,0.731552885,0.73502531,0.002455375,69.76437379,67.83986145,71.68888614,2.721671465,0,0,0,0,Train
141,9.930531952,9.917864909,9.956248815,0.012401794,0.954560315,0.954352105,0.954834878,0.000242214,0.015803998,0.004747127,0.043215895,0.008682576,0.040003917,0.031108035,0.064551593,0.011209452,0.067280747,0.017283262,0.109949664,0.032954383,180.6886011,180.5703791,180.8011103,0.099259457,0.998509534,0.99842188,0.99860367,6.63E-05,89.72492473,89.72492473,89.72492473,1.239073688,0,0,0,0,Still
39,10.27800775,8.685072053,11.2392047,0.789314946,0.997176184,0.997176184,0.997176184,0.000122092,0.036554115,0.007067999,0.066848544,0.017205924,0.05396987,0.03357808,0.081973626,0.021154229,0.682284242,0.21480974,1.549697217,0.508768041,324.4191194,322.2470444,327.4828173,2.317907401,0.991499289,0.990753247,0.992119499,0.000549438,89.74050379,89.74050379,89.74050379,0,0,0,0,0,Train
232,10.23526595,10.23073147,10.243361,0.004842519,0.991427896,0.991287017,0.991570101,0.000105336,0.008289348,0.001805057,0.016432546,0.003399496,0.035778397,0.023935462,0.045650712,0.007077132,0.021242924,0.008278998,0.036246016,0.011142256,217.081043,216.9933278,217.1687583,0.124048139,0.998958615,0.998904002,0.999042012,3.95E-05,65.18231688,65.18231688,65.18231688,1.805337429,0,0,0,0,Still
217,10.15113087,10.11553623,10.17312319,0.017044049,0.983704586,0.983398723,0.983960075,0.000184262,0.019624064,0.002986672,0.051279853,0.01538974,0.043036534,0.027054746,0.065588754,0.010531473,0.040198456,0.023457148,0.056103439,0.016339206,226.0471586,225.2446682,226.8184911,0.787373922,0.991681397,0.9909902,0.992457667,0.00044341,75.89115503,75.89115503,75.89115503,1.805337429,0,0,0,0,Still
174,9.809636952,8.641409308,10.500606,0.428714913,0.999075225,0.998714283,0.999436167,0.000510449,0.016587199,0.005431804,0.037405803,0.008118677,0.019551554,0.009587381,0.038201277,0.009287078,0.608978394,0.608978394,0.608978394,0.085650238,335.6717114,335.0763855,336.5376522,0.380526871,0.999653358,0.999653358,0.999653358,4.58E-05,83.42867802,83.42867802,83.42867802,1.714434315,6.487824,6.487824,6.487824,1.553174187,Car
16,9.6671144,9.609511785,9.712996295,0.023974421,0.84712568,0.846208201,0.848377483,0.000868814,0.022922583,0.005794986,0.05732182,0.016449422,0.036874713,0.027054746,0.04889761,0.007219038,0.060348501,0.016456477,0.095495316,0.030492793,353.0286489,350.8607541,355.1965437,3.065866236,0.984286695,0.983886462,0.98457505,0.000248935,86.54922219,86.54922219,86.54922219,0,0,0,0,0,Bus
183,9.65811174,9.367076118,9.89793044,0.161482166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.31459576,71.31459576,71.31459576,0.392976489,3.5098908,3.5098908,3.5098908,0.244947517,Car
33,13.1012264,4.582970929,22.97341995,5.168092294,0.85866463,0.837799317,0.883079589,0.01643972,1.271220057,0.338908844,2.842337631,0.697361038,1.164035869,0.413366041,2.774469513,0.675082066,5.089617951,1.968156743,9.783355795,2.657525918,224.2557218,214.4007314,229.9379728,8.567980162,0.999215274,0.998430846,0.999994446,0.000602413,89.67374247,89.67374247,89.67374247,0,1.25,1.25,1.25,0,Walking
53,9.36364288,8.445453621,11.02792768,0.81324594,0.851101513,0.841806913,0.863107816,0.008899978,0.205440256,0.024513847,0.655914854,0.138693365,0.245306341,0.09846043,0.435796129,0.125451597,0.546049034,0.471606201,0.670292901,0.10830147,269.9334498,264.6464076,275.220492,7.477006783,0.72072151,0.713879787,0.728132879,0.005321141,89.76819378,89.76819378,89.76819378,0.003797003,0,0,0,0,Bus
422,10.00132022,9.978350758,10.0258224,0.014972522,0.960881799,0.96080681,0.960977858,6.53E-05,0.006563977,0.00229075,0.013229098,0.002784369,0.040075623,0.036633191,0.044025002,0.002325499,0.01916751,0.005766555,0.038957878,0.01315207,200.9532113,200.9284628,200.9839832,0.020413073,0.970596782,0.970478368,0.970770989,0.000110453,73.44106646,59.10413075,87.77800217,20.27548892,0,0,0,0,Still
46,12.94265083,3.775659484,20.44623783,5.226591627,0.80948146,0.808865289,0.810097632,0.000871398,2.10623356,0.51511787,4.605853484,1.031911358,1.997854656,0.667417696,4.329245458,1.059199626,2.704782123,2.704782123,2.704782123,1.834584775,201.4050687,120.5060823,257.3715685,41.07368694,0.997812142,0.997812142,0.997812142,0.088376588,86.14445674,85.92013339,86.36878008,0.317241122,1.4668568,1.4668568,1.4668568,0.032424523,Walking
55,12.8249705,5.982454666,18.03588426,3.298196539,0.845510351,0.845510351,0.845510351,0.030728286,2.032728869,0.617461217,4.079792128,1.40339503,1.908518993,0.872870103,4.886407818,1.242621396,6.592725266,5.09263991,8.092810621,2.121441054,163.5991641,163.5991641,163.5991641,7.009852297,0.855932891,0.822519437,0.878881703,0.029602496,72.45670959,72.45670959,72.45670959,0,1.2924782,1.2924782,1.2924782,0,Walking
74,9.753423936,8.487212045,11.71260016,0.833227484,0.877686471,0.86920266,0.886380635,0.006569053,0.194864519,0.030174852,0.628694262,0.114653273,0.185539561,0.085691698,0.355070618,0.106361623,1.658791787,1.002837738,2.153947608,0.553076536,323.1334173,321.9474977,324.3097224,1.064229559,0.646449303,0.634870909,0.652840384,0.005613073,89.75916185,89.75916185,89.75916185,0.034126474,6.75,6.75,6.75,0,Bus
7,9.699961176,6.238326885,12.62849971,1.124837232,0.6751079,0.6751079,0.6751079,0.00328833,0.16092947,0.049267761,0.293537864,0.075276383,0.19514254,0.032555987,0.860245062,0.200169173,0.604840314,0.604840314,0.604840314,0,336.0008798,332.139193,343.3440413,2.880501909,0.572975515,0.563388657,0.582562373,0.013557864,81.95479099,76.97978413,86.92979785,7.035722179,6.965024,6.965024,6.965024,0.204413964,Car
